assistant power house operator	assistant power house operator	1
automotive service worker	automotive service worker	1
auto svc wrk asst sprv	auto svc wrk asst sprv	1
book repairer	book repairer	1
senior book repairer	senior book repairer	1
sewer maintenance worker	sewer maintenance worker	1
dryer mixer operator	dryer mixer operator	1
hodcarrier	hodcarrier	1
asst electronic main tech	asst electronic main tech	1
electrical line helper	electrical line helper	1
maintenance machinist helper	maintenance machinist helper	1
parking meter repairer	parking meter repairer	1
sewer service worker	sewer service worker	1
shade and drapery worker	shade and drapery worker	1
traffic signal operator	traffic signal operator	1
sign worker	sign worker	1
switch repairer	switch repairer	1
watershed keeper	watershed keeper	1
wire rope cable maint mechanic	wire rope cable maint mechanic	1
sr power generation tech	sr power generation tech	1
power generation supervisor	power generation supervisor	1
environmental service worker	environmental service worker	1
asphalt worker	asphalt worker	1
lighting fixture maint worker	lighting fixture maint worker	1
general laborer	general laborer	1
institution utility worker	institution utility worker	1
track maintenance worker	track maintenance worker	1
victim & witness technician	victim & witness technician	1
legal process clerk	legal process clerk	1
asr office assistant	asr office assistant	1
senior legal process clerk	senior legal process clerk	1
document examiner technician	document examiner technician	1
recordable docs office spec	recordable docs office spec	1
sr recordable docs office spec	sr recordable docs office spec	1
court clerk	court clerk	1
legislative calendar clerk	legislative calendar clerk	1
legislation clerk	legislation clerk	1
fare inspections supv/invest	fare inspections supv/invest	1
invstgtor ofc citizen cmplnts	invstgtor ofc citizen cmplnts	1
sr investigator , occ	sr investigator , occ	1
victim/witness investigator 1	victim/witness investigator 1	1
da investigative assist	da investigative assist	1
asst chf victim/wit invstgtor	asst chf victim/wit invstgtor	1
chf victim/witness invstgtor	chf victim/witness invstgtor	1
industrial injury investigator	industrial injury investigator	1
worker 's compensation adjuster	worker 's compensation adjuster	1
public defender 's investigator	public defender 's investigator	1
sr public defenders invstgtor	sr public defenders invstgtor	1
district attry 's investigator	district attry 's investigator	1
sr district atty investigator	sr district atty investigator	1
chf district atty investigator	chf district atty investigator	1
asst chf dist atty 's invstgtor	asst chf dist atty 's invstgtor	1
pr distatty invstgtor , specunit	pr distatty invstgtor , specunit	1
claims investigator , ca	claims investigator , ca	1
srclaimsinvstgtor , cty atty ofc	srclaimsinvstgtor , cty atty ofc	1
pr clm invstgtr , city atty ofc	pr clm invstgtr , city atty ofc	1
child support officer ii	child support officer ii	1
child support officer iii	child support officer iii	1
worker 's comp supervisor 1	worker 's comp supervisor 1	1
parking hearing examiner	parking hearing examiner	1
parking hearing supervisor	parking hearing supervisor	1
legislative asst city atty ofc	legislative asst city atty ofc	1
legal assistant	legal assistant	1
attorney -lrb- civil/criminal -rrb-	attorney -lrb- civil/criminal -rrb-	1
assistant chief attorney 1	assistant chief attorney 1	1
head atty , civil & criminal	head atty , civil & criminal	1
attorney , tax collector	attorney , tax collector	1
